trial_num,iteration,accel_x,accel_y,accel_z,accel_diff,action,change_lane_finished,curr_time,curr_lane,lane_rho_l,lane_theta_l,lane_rho_r,lane_theta_r,follow_enable,free_east,free_north,free_north_east,free_north_west,free_south_east,free_south_west,free_west,distance_to_north,pass_finished,sdc_curr_pos.x,sdc_curr_pos.y,sdc_curr_pos.theta,speed,start_change_lane_on_left,start_change_lane_on_right,steering,success,goal_reached,car_1_pose.x,car_1_pose.y,car_2_pose.x,car_2_pose.y,car_3_pose.x,car_3_pose.y,car_4_pose.x,car_4_pose.y,car_5_pose.x,car_5_pose.y,car_6_pose.x,car_6_pose.y,car_7_pose.x,car_7_pose.y,car_8_pose.x,car_8_pose.y,car_9_pose.x,car_9_pose.y,car_10_pose.x,car_10_pose.y
1,11,0.06771574508283985,-0.00043115012645318624,9.820345832551496,0.00181868699690614,,False,1.5899999999999999,True,368.17778062334156,2.3326508589812778,431.5665937745,0.8030469698251901,False,True,True,True,True,False,True,True,0.0,False,19.954435502076453,-1.807856445647635,0.030898075181467612,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,0.044447354135511,-5.487996380728068e-05,9.804549962381952,0.004002271154492293,,False,1.73,True,367.94225146595693,2.334500075459421,431.39498276131314,0.8034089988975646,False,True,True,True,True,False,True,True,0.0,False,19.95445091870104,-1.8078559651429764,0.030898070907718286,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,0.03647439351981989,5.837947164838131e-05,9.80700779165773,0.0007314638663213822,,False,1.87,True,367.3385867589608,2.330352312401444,431.5938968044355,0.8035325105711395,False,True,True,True,True,False,True,True,0.0,False,19.95446521807396,-1.8078556502058256,0.030898073293266014,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,0.04546804393069176,-1.9221797228278687e-05,9.811480770353683,0.0007241284981979322,,False,2.0,True,367.2217676204797,2.327858725264115,431.39747027128135,0.8033464385233143,False,True,True,True,True,False,True,True,0.0,False,19.95445879742947,-1.8078558089641243,0.03089807300046319,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,0.04679226281167297,-3.045742725926869e-06,9.811216940772137,0.0002076564273538441,,False,2.12,True,367.89135232423445,2.336170700973956,431.41025034599136,0.803559637586793,False,True,True,True,True,False,True,True,0.0,False,19.954454847638537,-1.807855928801464,0.03089807282722747,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16,0.04359515110155174,1.8426997009637407e-06,9.799489820049253,0.0018452615363201994,,False,2.26,True,367.66861747017657,2.3322633428411774,431.4101246836369,0.8030886254345004,False,True,True,True,True,False,True,True,0.0,False,19.954458184737998,-1.8078558295308682,0.03089807279061972,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,17,0.04216808388205728,2.728107747680319e-07,9.812457086978238,0.0006587458328171915,,False,2.4,True,368.95929612717276,2.3325865620731165,431.37487204928743,0.8032693615960382,False,True,True,True,True,False,True,True,0.0,False,19.954459929005637,-1.8078557759733176,0.03089807281624757,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,0.04527751717160322,-3.8043715679306503e-07,9.81251435658189,0.000647214575770914,,False,2.5300000000000002,True,367.21482602665753,2.3299681813336806,453.6388237980118,0.8778757882769065,False,True,True,True,True,False,True,True,0.0,False,19.954456786251253,-1.8078558724036826,0.030898072804967567,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,0.04479876693095144,7.357210228227649e-08,9.809091547330539,0.0001823254525471058,,False,2.67,True,367.64467963531865,2.3270636014527484,431.4064217918394,0.8034783848129036,False,True,True,True,True,False,True,True,0.0,False,19.954456688728566,-1.8078558756077434,0.030898072805453064,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,0.04348057752949572,3.068055461925592e-08,9.809077443790713,9.47300596352148e-05,,False,2.8,True,367.9686614232801,2.328455034901713,431.42198004872876,0.8030854418130039,False,True,True,True,True,False,True,True,0.0,False,19.954458204367015,-1.8078558287855717,0.030898072806795955,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21,0.04391163083410107,-2.5040841855501475e-08,9.810155942762014,7.035284905008068e-05,,False,2.94,True,368.31627846574787,2.330042856918883,431.51191318084796,0.8045163361122181,False,True,True,True,True,False,True,True,0.0,False,19.954457994726873,-1.8078558352332788,0.03089807280628607,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,22,0.04436800349888701,-2.3650629153119447e-09,9.810071826230406,4.8370059111426385e-05,,False,3.08,True,368.6315139155139,2.32996171467304,431.43537695571473,0.8035005521223861,False,True,True,True,True,False,True,True,0.0,False,19.95445741466874,-1.8078558531707483,0.030898072806299595,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,23,0.04513344953820348,-2.913337010341263e-08,9.796967130889222,0.12601663871226895,,False,3.21,True,367.9752448414994,2.328374177651349,431.43431435421206,0.8034783848128406,False,True,True,True,True,False,True,True,0.0,False,19.954457782604834,-1.8078558417921882,0.03089807280599094,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,24,0.042976540843971935,-1.0214341321981257e-08,9.802856160145147,0.0011722373052999594,,False,3.33,True,367.5749089227595,2.3296246323616145,431.40574851275016,0.8031477784572592,False,True,True,True,True,False,True,True,0.0,False,19.954459317142668,-1.8078557943639608,0.030898072805967333,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,25,0.04377226982499138,-2.787723976490677e-09,9.814086801079712,0.00024895614873370926,,False,3.4699999999999998,True,367.4815634231946,2.3248039094204267,431.6162444224923,0.8030226602874677,False,True,True,True,True,False,True,True,0.0,False,19.95445818133568,-1.8078558294757727,0.03089807280609376,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,26,0.04529351637570042,-7.307416021744361e-09,9.811423121662772,0.0003538149757203924,,False,3.6,True,369.32291866373487,2.328886868342322,431.4110682144784,0.8030780499304369,False,True,True,True,True,False,True,True,0.0,False,19.954456455028723,-1.8078558828300126,0.030898072806080742,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,27,0.04383806881968212,-6.302181886585229e-09,9.808644646458863,0.00010527026193210688,,False,3.75,True,367.3844803191114,2.3315672956693807,431.8769722745841,0.804696801117656,False,True,True,True,True,False,True,True,0.0,False,19.954457601436204,-1.8078558473969577,0.030898072806067774,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,28,0.04350064536453915,-6.101254909695948e-09,9.809578815931793,0.00010302513820478798,,False,3.87,True,368.5046947779147,2.3315581956003446,431.4079489324434,0.803088625435125,False,True,True,True,True,False,True,True,0.0,False,19.954458293296305,-1.8078558260133042,0.030898072806072294,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,29,0.04427320998202688,-6.363798719615247e-09,9.810256853628253,3.480197685894726e-05,,False,4.02,True,368.52795416677736,2.3297524685494078,431.27091854229695,0.8035933621391282,False,True,True,True,True,False,True,True,0.0,False,19.954457660954144,-1.8078558455575664,0.030898072806072846,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30,0.04424485617928352,-6.311001274937518e-09,9.80990241738846,3.242302117780514e-05,,False,4.16,True,369.44212587399807,2.332666533369767,431.5111177152315,0.8037486428385704,False,True,True,True,True,False,True,True,0.0,False,19.954457466207806,-1.8078558515767682,0.030898072806073092,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,31,0.04490275593534519,-2.597741628348295e-08,9.796602473743308,0.000339219018343531,,False,4.29,True,368.74514357170904,2.3314229785546567,431.1040540807216,0.8029889413642495,False,True,True,True,True,False,True,True,0.0,False,19.954458138692303,-1.8078558307803922,0.03089807280573786,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,32,0.042435477568509794,-2.2513585506881455e-09,9.808473614472641,0.0010430875268746997,,False,4.41,True,367.2837621259835,2.327880421692312,431.39528228550284,0.8031865491078996,False,True,True,True,True,False,True,True,0.0,False,19.954459490340604,-1.8078557890145752,0.030898072805768673,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,33,0.0447223687313658,-5.506316617065237e-09,9.81366990346908,0.0002641200823281834,,False,4.5600000000000005,True,368.3412663127997,2.331052167703327,431.4427193794992,0.8034345387875617,False,True,True,True,True,False,True,True,0.0,False,19.954457241250104,-1.8078558585301119,0.030898072805840525,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,34,0.04505878133996187,-7.394629306678646e-09,9.809846790735474,0.00028674430597493253,,False,4.68,True,368.6026504165167,2.3308540506934134,431.24479805668796,0.803015134030268,False,True,True,True,True,False,True,True,0.0,False,19.95445665690359,-1.8078558765893717,0.030898072805812728,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,35,0.043554405842497,-6.077434657560759e-09,9.808883022195001,9.601708513480491e-05,,False,4.82,True,368.2697982506896,2.3259611277898022,431.42364014200245,0.8032824352704034,False,True,True,True,True,False,True,True,0.0,False,19.95445809885732,-1.807855832022117,0.03089807280581149,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,36,0.0437210149145295,-6.227985823239902e-09,9.810000673138543,8.866396252978752e-05,,False,4.95,True,367.72906855190513,2.3336233491141942,431.36169942750286,0.8033296316097732,False,True,True,True,True,False,True,True,0.0,False,19.954458155795116,-1.807855830262332,0.030898072805814053,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,37,0.044352859113747325,-6.356829025377309e-09,9.810175474982517,2.7807812829410472e-05,,False,5.1,True,367.48432523272885,2.328479958260115,431.6251205083894,0.8030019785341783,False,True,True,True,True,False,True,True,0.0,False,19.954457512479244,-1.8078558501457933,0.03089807280581447,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,38,0.04408373745754577,-6.3076913519840665e-09,9.809899428417747,0.0014202734804051602,,False,5.22,True,368.210134802097,2.3281112226477174,431.49992346877104,0.8029607603003422,False,True,True,True,True,False,True,True,0.0,False,19.9544574980274,-1.8078558505924844,0.03089807280581455,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39,0.043472129204389046,-1.369727720967974e-08,9.800600217592807,0.001139714904253193,,False,5.37,True,367.0108467589112,2.329416345857368,431.24533749473574,0.8030311904337957,False,True,True,True,True,False,True,True,0.0,False,19.954458968610282,-1.807855805131979,0.030898072805431203,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40,0.04282987667422077,-8.990705915768972e-10,9.812474602673287,0.0006307252622749486,,False,5.49,True,368.1555328398176,2.330637683752827,431.31649868169586,0.8031316384894129,False,True,True,True,True,False,True,True,0.0,False,19.954458974613708,-1.8078558049556712,0.030898072805560433,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41,0.04524230978932539,-7.131826967954108e-09,9.812130152079742,0.000353896796465311,,False,5.64,True,367.63396371847193,2.328353203989811,431.46069208939923,0.8033085395781281,False,True,True,True,True,False,True,True,0.0,False,19.9544566395338,-1.807855877126067,0.03089807280557136,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,0.04426743688183232,-6.627834836791694e-09,9.808703054117263,0.0003034480321753647,,False,5.77,True,367.8016052940998,2.3287769007650914,431.36074917873225,0.803593012243204,False,True,True,True,True,False,True,True,0.0,False,19.954457187802326,-1.8078558601797243,0.03089807280555155,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,0.04346340857640756,-6.06625983918782e-09,9.809375956134739,0.00010413518411988827,,False,5.91,True,367.91263657442346,2.3315634292907674,431.4356788434953,0.8030886254351317,False,True,True,True,True,False,True,True,0.0,False,19.954458343215702,-1.8078558244687877,0.030898072805556304,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,44,0.044007726852401466,-6.326946599349329e-09,9.810230114362692,6.348050496399513e-05,,False,6.03,True,368.8863667176158,2.3349214504588764,431.50078508952106,0.8035215025899717,False,True,True,True,True,False,True,True,0.0,False,19.954457916274528,-1.8078558376645568,0.030898072805556936,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,45,0.044358429509552655,-6.340948066241376e-09,9.810090904753496,2.9329767621952937e-05,,False,6.16,True,367.6115723822927,2.327377451071665,431.4516190029937,0.8033880970422277,False,True,True,True,True,False,True,True,0.0,False,19.95445748485656,-1.807855850998753,0.030898072805557637,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,46,0.044929336154624376,-2.734357931079714e-08,9.79996044293063,0.12601523303005666,,False,6.31,True,367.71971931478265,2.331280175062795,431.61076588517193,0.8029813452578682,False,True,True,True,True,False,True,True,0.0,False,19.954457910928575,-1.8078558378206075,0.030898072805245685,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47,0.04253169735271001,-4.332181257653635e-09,9.80633190057799,0.001173598085454917,,False,6.44,True,367.45767162652265,2.3294173270636023,431.54207124287166,0.8036609729443998,False,True,True,True,True,False,True,True,0.0,False,19.954459539730106,-1.8078557874841137,0.030898072805216937,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,48,0.043777369504440306,-2.8978318896547076e-09,9.81409053686607,0.0002481411001853688,,False,6.58,True,368.5524352706996,2.331598717220799,431.64541920698093,0.8029800157399114,False,True,True,True,True,False,True,True,0.0,False,19.95445805042872,-1.80785583351931,0.030898072805325024,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,49,0.04520510711514624,-7.49926161214375e-09,9.810420463661675,0.00032247566905936387,,False,6.72,True,369.0523732340531,2.328042831712944,431.60734716811396,0.803043390688583,False,True,True,True,True,False,True,True,0.0,False,19.954456549581916,-1.8078558799049296,0.03089807280530206,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,50,0.04393329012405665,-6.339634171815537e-09,9.80862477676078,0.00019212088025887092,,False,6.85,True,367.94871436106956,2.3298883167267443,431.357540661822,0.8036356336566417,False,True,True,True,True,False,True,True,0.0,False,19.95445779057973,-1.8078558415485702,0.03089807280529559,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,0.04357220913614214,-6.152643681490902e-09,9.80976702790389,9.625990476166842e-05,,False,6.99,True,366.92807803322785,2.3308663788060127,431.26519486998353,0.8035622554486079,False,True,True,True,True,False,True,True,0.0,False,19.954458325883945,-1.8078558250036594,0.030898072805300155,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52,0.0442405754762063,-6.364449880607375e-09,9.810267810089737,3.8492446798170256e-05,,False,7.11,True,369.31410245203773,2.3362620851992975,431.40271505177196,0.8033388220449653,False,True,True,True,True,False,True,True,0.0,False,19.95445769434726,-1.8078558445230284,0.03089807280530013,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53,0.04424450701743147,-6.308598934892681e-09,9.809902141089593,0.0015009963441417308,,False,7.26,True,367.55956559221005,2.3349574482085718,431.4157088516099,0.8034585968677089,False,True,True,True,True,False,True,True,0.0,False,19.95445754633751,-1.8078558490977066,0.030898072805299326,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,54,0.04490270227541196,-2.5977847346520143e-08,9.79660243505316,0.0012907755822127987,,False,7.39,True,367.3018534407489,2.3282296350987144,431.59505637175266,0.8030758797407616,False,True,True,True,True,False,True,True,0.0,False,19.95445835648672,-1.8078558240467117,0.030898072804943187,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,55,0.04257687303894043,-8.713596256858279e-10,9.811147202549746,0.0008102716606890467,,False,7.53,True,368.2340380565185,2.325749769323395,431.3947711226965,0.8039027517224677,False,True,True,True,True,False,True,True,0.0,False,19.95445942494866,-1.8078557910343291,0.030898072805017607,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,56,0.0447223843410241,-5.506039026329004e-09,9.81366991505115,0.00026411995063271664,,False,7.65,True,367.4049578646563,2.327207886837888,431.42208490706753,0.8033880970431122,False,True,True,True,True,False,True,True,0.0,False,19.95445715746757,-1.8078558611170057,0.030898072805064514,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,57,0.04474881030688377,-7.095685918651901e-09,9.809183014981103,0.00022310061663974415,,False,7.8,True,367.8600146497211,2.323743135563631,431.4159576104515,0.8035596375867801,False,True,True,True,True,False,True,True,0.0,False,19.954456910948515,-1.8078558687349746,0.030898072805036363,0.0,False,False,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
